blockID,defID,condition,groundTruth,compasScore,turkScore,imageID,defAge,defGender,defRace,defJuvFelCount,defJuvMisdCount,defPriorsCount,defChargeDegree
1,6064,2,0,2,1, WF-002,31,1,1,0,0,0,0
1,7652,0,1,8,19, BM-005,25,0,2,0,0,8,1
1,7652,1,1,8,19, WM-009,25,0,2,0,0,8,1
1,7652,2,1,8,18, BM-002,25,0,2,0,0,8,1
1,8104,0,0,6,19, BF-202,42,1,2,0,0,16,1
1,8104,1,0,6,19, WF-216,42,1,2,0,0,16,1
1,8104,2,0,6,19, BF-202,42,1,2,0,0,16,1
1,8141,0,0,4,1, BM-036,21,0,1,0,0,0,1
1,8141,1,0,4,1, WM-024,21,0,1,0,0,0,1
1,8141,2,0,4,0, WM-001,21,0,1,0,0,0,1
1,8267,0,1,3,12, BM-034,46,0,2,0,0,3,1
1,8267,1,1,3,14, WM-221,46,0,2,0,0,3,1
1,8267,2,1,3,15, BM-034,46,0,2,0,0,3,1
1,8307,0,0,6,16, BF-203,53,1,2,0,0,5,1
1,8307,1,0,6,13, WF-221,53,1,2,0,0,5,1
1,8307,2,0,6,18, BF-203,53,1,2,0,0,5,1
1,8613,0,0,2,11, BM-017,33,0,1,0,0,2,0
1,8613,1,0,2,12, WM-012,33,0,1,0,0,2,0
1,8613,2,0,2,14, WM-011,33,0,1,0,0,2,0
1,8827,0,0,3,17, BM-002,26,0,3,0,0,5,1
1,8827,1,0,3,18, WM-004,26,0,3,0,0,5,1
1,8827,2,0,3,19, LM-200,26,0,3,0,0,5,1
1,9924,0,1,3,6, BM-004,29,0,1,0,0,0,1
1,9924,1,1,3,8, WM-002,29,0,1,0,0,0,1
1,9924,2,1,3,11, WM-002,29,0,1,0,0,0,1
1,10307,0,0,6,17, BM-011,31,0,2,2,0,6,1
1,10307,1,0,6,18, WM-011,31,0,2,2,0,6,1
1,10307,2,0,6,19, BM-004,31,0,2,2,0,6,1
1,10406,0,0,7,11, BM-012,43,0,2,0,0,2,1
1,10406,1,0,7,12, WM-018,43,0,2,0,0,2,1
1,10406,2,0,7,16, BM-012,43,0,2,0,0,2,1
1,10452,0,0,1,2, BF-027,44,1,2,0,0,0,1
1,10452,1,0,1,2, WF-026,44,1,2,0,0,0,1
1,10452,2,0,1,3, BF-027,44,1,2,0,0,0,1
2,375,0,0,2,17, BM-011,30,0,1,0,0,4,1
2,375,1,0,2,14, WM-011,30,0,1,0,0,4,1
2,375,2,0,2,18, WM-002,30,0,1,0,0,4,1
2,408,0,0,3,5, BF-005,22,1,1,0,0,1,1
2,408,1,0,3,8, WF-006,22,1,1,0,0,1,1
2,408,2,0,3,11, WF-005,22,1,1,0,0,1,1
2,794,0,1,5,18, BM-022,29,0,2,0,0,5,1
2,794,1,1,5,17, WM-016,29,0,2,0,0,5,1
2,794,2,1,5,19, BM-018,29,0,2,0,0,5,1
2,913,0,1,8,15, BM-004,31,0,2,0,0,3,0
2,913,1,1,8,17, WM-002,31,0,2,0,0,3,0
2,913,2,1,8,16, BM-004,31,0,2,0,0,3,0
2,1066,0,0,2,8, BM-021,40,0,1,0,0,1,1
2,1066,1,0,2,8, WM-023,40,0,1,0,0,1,1
2,1066,2,0,2,10, WM-023,40,0,1,0,0,1,1
2,1103,0,0,8,7, BM-002,22,0,2,0,0,0,1
2,1103,1,0,8,5, WM-004,22,0,2,0,0,0,1
2,1103,2,0,8,6, BM-002,22,0,2,0,0,0,1
2,1941,0,0,1,3, BM-003,28,0,2,0,0,0,0
2,1941,1,0,1,0, WM-006,28,0,2,0,0,0,0
2,1941,2,0,1,2, BM-003,28,0,2,0,0,0,0
2,2002,0,0,5,18, BM-213,49,0,1,0,0,12,0
2,2002,1,0,5,18, WM-248,49,0,1,0,0,12,0
2,2002,2,0,5,19, WM-221,49,0,1,0,0,12,0
2,3010,0,0,1,0, empty2,58,0,1,0,0,0,0
2,3010,1,0,1,0, empty2,58,0,1,0,0,0,0
2,3010,2,0,1,1, empty,58,0,1,0,0,0,0
2,3248,0,1,1,16, empty2,70,0,1,0,0,11,1
2,3248,1,1,1,16, empty2,70,0,1,0,0,11,1
2,3248,2,1,1,17, empty,70,0,1,0,0,11,1
2,3854,0,1,3,10, BM-001,22,0,2,0,0,1,1
2,3854,1,1,3,11, WM-003,22,0,2,0,0,1,1
2,3854,2,1,3,12, BM-001,22,0,2,0,0,1,1
2,4098,0,1,4,16, BM-015,26,0,2,0,0,4,1
2,4098,1,1,4,18, WM-017,26,0,2,0,0,4,1
2,4098,2,1,4,19, BM-015,26,0,2,0,0,4,1
2,4546,0,1,1,6, BM-017,32,0,2,0,0,0,1
2,4546,1,1,1,4, WM-012,32,0,2,0,0,0,1
2,4546,2,1,1,4, BM-011,32,0,2,0,0,0,1
2,4640,0,1,10,20, BM-013,25,0,2,0,1,10,1
2,4640,1,1,10,18, WM-015,25,0,2,0,1,10,1
2,4640,2,1,10,20, BM-013,25,0,2,0,1,10,1
2,4860,0,0,2,1, BF-001,24,1,2,0,0,0,0
2,4860,1,0,2,2, WF-001,24,1,2,0,0,0,0
2,4860,2,0,2,4, BF-001,24,1,2,0,0,0,0
2,4943,0,1,9,19, BM-034,46,0,2,1,0,9,1
2,4943,1,1,9,19, WM-221,46,0,2,1,0,9,1
2,4943,2,1,9,19, BM-034,46,0,2,1,0,9,1
2,4977,0,1,7,19, BM-012,39,0,1,6,1,17,1
2,4977,1,1,7,19, WM-018,39,0,1,6,1,17,1
2,4977,2,1,7,20, WM-018,39,0,1,6,1,17,1
2,4991,0,1,3,19, empty2,58,0,2,0,0,10,1
2,4991,1,1,3,19, empty2,58,0,2,0,0,10,1
2,4991,2,1,3,20, empty,58,0,2,0,0,10,1
2,5049,0,0,2,3, BF-004,26,1,1,0,0,0,0
2,5049,1,0,2,3, WF-005,26,1,1,0,0,0,0
2,5049,2,0,2,3, WF-003,26,1,1,0,0,0,0
2,5765,0,0,9,19, BM-212,51,0,2,1,0,19,1
2,5765,1,0,9,19, WM-223,51,0,2,1,0,19,1
2,5765,2,0,9,19, BM-212,51,0,2,1,0,19,1
2,7834,0,0,2,7, BM-020,33,0,2,0,0,1,1
2,7834,1,0,2,5, WM-014,33,0,2,0,0,1,1
2,7834,2,0,2,6, BM-017,33,0,2,0,0,1,1
2,7897,0,1,5,2, BF-003,24,1,1,0,0,0,0
2,7897,1,1,5,0, WF-003,24,1,1,0,0,0,0
2,7897,2,1,5,4, WF-001,24,1,1,0,0,0,0
2,7920,0,0,4,4, BM-005,22,0,2,0,0,0,1
2,7920,1,0,4,4, WM-009,22,0,2,0,0,0,1
2,7920,2,0,4,5, BM-005,22,0,2,0,0,0,1
2,8046,0,1,10,19, BM-010,27,0,2,0,0,13,1
2,8046,1,1,10,19, WM-010,27,0,2,0,0,13,1
2,8046,2,1,10,20, BM-010,27,0,2,0,0,13,1
2,10502,0,0,1,2, BM-018,31,0,1,0,0,0,1
2,10502,1,0,1,3, WM-013,31,0,1,0,0,0,1
2,10502,2,0,1,0, WM-011,31,0,1,0,0,0,1
3,999,0,1,1,6, BM-012,38,0,1,0,0,1,1
3,999,1,1,1,11, WM-018,38,0,1,0,0,1,1
3,999,2,1,1,8, WM-018,38,0,1,0,0,1,1
3,2338,0,0,1,2, empty2,59,0,3,0,0,0,0
3,2338,1,0,1,0, empty2,59,0,3,0,0,0,0
3,2338,2,0,1,0, empty,59,0,3,0,0,0,0
3,2624,0,1,2,8, BM-034,51,0,2,0,0,0,1
3,2624,1,1,2,9, WM-221,51,0,2,0,0,0,1
3,2624,2,1,2,6, BM-034,51,0,2,0,0,0,1
3,2685,0,0,5,5, BF-002,21,1,2,0,0,0,1
3,2685,1,0,5,6, WF-022,21,1,2,0,0,0,1
3,2685,2,0,5,4, BF-002,21,1,2,0,0,0,1
3,2691,0,0,1,4, BM-213,54,0,2,0,0,0,0
3,2691,1,0,1,9, WM-248,54,0,2,0,0,0,0
3,2691,2,0,1,7, BM-213,54,0,2,0,0,0,0
3,3768,0,0,1,4, BF-024,36,1,2,0,0,1,0
3,3768,1,0,1,11, WF-014,36,1,2,0,0,1,0
3,3768,2,0,1,6, BF-024,36,1,2,0,0,1,0
3,4029,0,1,2,4, BM-003,28,0,3,0,0,0,0
3,4029,1,1,2,2, WM-006,28,0,3,0,0,0,0
3,4029,2,1,2,2, LM-206,28,0,3,0,0,0,0
3,4082,0,1,5,5, BM-005,24,0,1,0,0,0,1
3,4082,1,1,5,6, WM-009,24,0,1,0,0,0,1
3,4082,2,1,5,4, WM-004,24,0,1,0,0,0,1
3,4126,0,1,2,6, BM-017,30,0,2,0,0,0,1
3,4126,1,1,2,10, WM-012,30,0,2,0,0,0,1
3,4126,2,1,2,9, BM-017,30,0,2,0,0,0,1
3,4426,0,0,2,3, BF-027,43,1,1,0,0,0,0
3,4426,1,0,2,5, WF-026,43,1,1,0,0,0,0
3,4426,2,0,2,2, WF-014,43,1,1,0,0,0,0
3,4620,0,0,2,6, BM-021,41,0,1,0,0,0,1
3,4620,1,0,2,12, WM-023,41,0,1,0,0,0,1
3,4620,2,0,2,7, WM-023,41,0,1,0,0,0,1
3,5607,0,0,3,17, BM-025,38,0,1,0,0,2,1
3,5607,1,0,3,16, WM-201,38,0,1,0,0,2,1
3,5607,2,0,3,16, WM-201,38,0,1,0,0,2,1
3,5614,0,1,8,16, BM-004,33,0,2,0,0,2,1
3,5614,1,1,8,18, WM-002,33,0,2,0,0,2,1
3,5614,2,1,8,17, BM-004,33,0,2,0,0,2,1
3,6314,0,1,6,8, BM-009,20,0,1,0,0,0,1
3,6314,1,1,6,7, WM-001,20,0,1,0,0,0,1
3,6314,2,1,6,9, WM-001,20,0,1,0,0,0,1
3,6683,0,1,6,18, BF-001,24,1,2,0,0,3,0
3,6683,1,1,6,18, WF-001,24,1,2,0,0,3,0
3,6683,2,1,6,16, BF-001,24,1,2,0,0,3,0
3,7010,0,1,3,19, BM-218,54,0,2,0,0,4,1
3,7010,1,1,3,17, WM-249,54,0,2,0,0,4,1
3,7010,2,1,3,17, BM-218,54,0,2,0,0,4,1
3,7079,0,0,7,18, BM-010,25,0,1,0,0,3,1
3,7079,1,0,7,17, WM-010,25,0,1,0,0,3,1
3,7079,2,0,7,19, WM-006,25,0,1,0,0,3,1
3,7170,0,0,5,12, BM-016,22,0,1,0,0,0,1
3,7170,1,0,5,12, WM-019,22,0,1,0,0,0,1
3,7170,2,0,5,11, WM-010,22,0,1,0,0,0,1
3,7315,0,1,5,15, BM-015,24,0,2,0,0,2,0
3,7315,1,1,5,18, WM-017,24,0,2,0,0,2,0
3,7315,2,1,5,14, BM-001,24,0,2,0,0,2,0
3,7416,0,0,1,17, BM-001,26,0,3,0,0,2,0
3,7416,1,0,1,14, WM-003,26,0,3,0,0,2,0
3,7416,2,0,1,17, LM-200,26,0,3,0,0,2,0
3,7840,0,0,2,12, BM-013,22,0,1,0,0,1,1
3,7840,1,0,2,14, WM-015,22,0,1,0,0,1,1
3,7840,2,0,2,15, WM-009,22,0,1,0,0,1,1
3,8099,0,0,1,4, BM-002,28,0,1,0,0,0,0
3,8099,1,0,1,2, WM-004,28,0,1,0,0,0,0
3,8099,2,0,1,2, WM-003,28,0,1,0,0,0,0
3,8909,0,0,1,4, BM-225,46,0,1,0,0,0,0
3,8909,1,0,1,2, empty2,46,0,1,0,0,0,0
3,8909,2,0,1,1, WM-221,46,0,1,0,0,0,0
3,9889,0,0,6,16, BM-011,35,0,2,0,0,9,1
3,9889,1,0,6,19, WM-011,35,0,2,0,0,9,1
3,9889,2,0,6,20, BM-011,35,0,2,0,0,9,1
3,10448,0,1,4,20, BM-212,48,0,2,0,0,11,0
3,10448,1,1,4,19, WM-223,48,0,2,0,0,11,0
3,10448,2,1,4,19, BM-212,48,0,2,0,0,11,0
4,853,0,0,3,11, BM-034,50,0,2,0,0,3,0
4,853,1,0,3,9, WM-221,50,0,2,0,0,3,0
4,853,2,0,3,13, BM-034,50,0,2,0,0,3,0
4,1162,0,1,7,18, BM-005,26,0,2,0,0,5,1
4,1162,1,1,7,16, WM-009,26,0,2,0,0,5,1
4,1162,2,1,7,19, BM-005,26,0,2,0,0,5,1
4,1385,0,1,2,17, BM-002,28,0,2,0,0,4,0
4,1385,1,1,2,13, WM-004,28,0,2,0,0,4,0
4,1385,2,1,2,18, BM-002,28,0,2,0,0,4,0
4,1856,0,0,4,12, BM-036,21,0,1,0,0,1,1
4,1856,1,0,4,9, WM-024,21,0,1,0,0,1,1
4,1856,2,0,4,10, WM-024,21,0,1,0,0,1,1
4,2773,0,1,7,17, BF-203,49,1,2,0,0,14,0
4,2773,1,1,7,17, WF-221,49,1,2,0,0,14,0
4,2773,2,1,7,19, BF-203,49,1,2,0,0,14,0
4,3315,0,0,1,1, empty2,62,0,1,0,0,0,0
4,3315,1,0,1,0, empty2,62,0,1,0,0,0,0
4,3315,2,0,1,0, empty,62,0,1,0,0,0,0
4,3738,0,0,9,16, BM-013,28,0,1,0,0,14,1
4,3738,1,0,9,18, WM-015,28,0,1,0,0,14,1
4,3738,2,0,9,19, WM-003,28,0,1,0,0,14,1
4,3794,0,1,7,1, BM-212,46,0,2,0,0,0,1
4,3794,1,1,7,1, WM-223,46,0,2,0,0,0,1
4,3794,2,1,7,2, BM-212,46,0,2,0,0,0,1
4,3848,0,1,8,18, BM-023,26,0,2,0,0,5,1
4,3848,1,1,8,19, WM-028,26,0,2,0,0,5,1
4,3848,2,1,8,20, BM-013,26,0,2,0,0,5,1
4,4193,0,0,1,0, BM-012,44,0,3,0,0,0,0
4,4193,1,0,1,2, WM-018,44,0,3,0,0,0,0
4,4193,2,0,1,1, LM-215,44,0,3,0,0,0,0
4,4558,0,0,1,1, BM-004,33,0,1,0,0,0,1
4,4558,1,0,1,4, WM-002,33,0,1,0,0,0,1
4,4558,2,0,1,2, WM-002,33,0,1,0,0,0,1
4,5127,0,0,4,2, BF-001,25,1,1,0,0,0,0
4,5127,1,0,4,1, WF-001,25,1,1,0,0,0,0
4,5127,2,0,4,1, WF-001,25,1,1,0,0,0,0
4,5449,0,0,3,6, BM-011,32,0,1,0,0,1,1
4,5449,1,0,3,6, WM-011,32,0,1,0,0,1,1
4,5449,2,0,3,11, WM-011,32,0,1,0,0,1,1
4,5489,0,1,8,19, BM-003,24,0,2,0,0,7,1
4,5489,1,1,8,19, WM-006,24,0,2,0,0,7,1
4,5489,2,1,8,20, BM-003,24,0,2,0,0,7,1
4,5830,0,0,4,16, BM-019,25,0,1,0,0,2,1
4,5830,1,0,4,15, WM-026,25,0,1,0,0,2,1
4,5830,2,0,4,17, WM-004,25,0,1,0,0,2,1
4,6386,0,1,3,16, BM-015,28,0,3,0,0,2,1
4,6386,1,1,3,17, WM-017,28,0,3,0,0,2,1
4,6386,2,1,3,16, LM-200,28,0,3,0,0,2,1
4,6546,0,0,8,12, BM-016,28,0,3,0,0,2,1
4,6546,1,0,8,15, WM-019,28,0,3,0,0,2,1
4,6546,2,0,8,15, LM-206,28,0,3,0,0,2,1
4,8924,0,1,4,10, BM-001,27,0,2,0,0,1,1
4,8924,1,1,4,6, WM-003,27,0,2,0,0,1,1
4,8924,2,1,4,8, BM-001,27,0,2,0,0,1,1
4,9231,0,0,4,12, BM-018,35,0,1,0,0,3,1
4,9231,1,0,4,16, WM-013,35,0,1,0,0,3,1
4,9231,2,0,4,18, WM-012,35,0,1,0,0,3,1
4,9242,0,0,1,0, BM-021,38,0,1,0,0,0,1
4,9242,1,0,1,2, WM-023,38,0,1,0,0,0,1
4,9242,2,0,1,5, WM-018,38,0,1,0,0,0,1
4,9352,0,0,10,18, BM-009,20,0,1,0,4,4,1
4,9352,1,0,10,17, WM-001,20,0,1,0,4,4,1
4,9352,2,0,10,19, WM-001,20,0,1,0,4,4,1
4,9919,0,0,4,0, BM-017,32,0,2,0,0,0,0
4,9919,1,0,4,1, WM-012,32,0,2,0,0,0,0
4,9919,2,0,4,3, BM-004,32,0,2,0,0,0,0
4,9933,0,1,10,19, BM-010,27,0,2,2,0,14,1
4,9933,1,1,10,19, WM-010,27,0,2,2,0,14,1
4,9933,2,1,10,19, BM-010,27,0,2,2,0,14,1
4,10709,0,0,1,1, empty2,74,0,1,0,0,0,0
4,10709,1,0,1,1, empty2,74,0,1,0,0,0,0
4,10709,2,0,1,1, empty,74,0,1,0,0,0,0
4,10958,0,0,6,11, BF-211,49,1,1,0,0,2,1
4,10958,1,0,6,11, WF-237,49,1,1,0,0,2,1
4,10958,2,0,6,13, WF-221,49,1,1,0,0,2,1
5,115,0,1,4,7, BF-001,26,1,2,0,0,1,1
5,115,1,1,4,7, WF-001,26,1,2,0,0,1,1
5,115,2,1,4,12, BF-001,26,1,2,0,0,1,1
5,1044,0,0,5,13, BM-025,36,0,2,0,1,4,0
5,1044,1,0,5,11, WM-201,36,0,2,0,1,4,0
5,1044,2,0,5,19, BM-025,36,0,2,0,1,4,0
5,1130,0,1,5,20, BM-011,30,0,1,0,0,22,1
5,1130,1,1,5,20, WM-011,30,0,1,0,0,22,1
5,1130,2,1,5,20, WM-002,30,0,1,0,0,22,1
5,2006,0,1,8,1, BM-002,22,0,2,0,0,0,1
5,2006,1,1,8,2, WM-004,22,0,2,0,0,0,1
5,2006,2,1,8,4, BM-002,22,0,2,0,0,0,1
5,2020,0,0,7,19, BM-005,28,0,3,0,0,11,0
5,2020,1,0,7,20, WM-009,28,0,3,0,0,11,0
5,2020,2,0,7,19, LM-200,28,0,3,0,0,11,0
5,2156,0,1,5,4, BM-206,45,0,1,0,0,1,1
5,2156,1,1,5,7, WM-258,45,0,1,0,0,1,1
5,2156,2,1,5,5, WM-023,45,0,1,0,0,1,1
5,2195,0,1,6,20, BM-013,25,0,2,0,0,8,1
5,2195,1,1,6,16, WM-015,25,0,2,0,0,8,1
5,2195,2,1,6,20, BM-005,25,0,2,0,0,8,1
5,2737,0,1,8,19, BM-003,26,0,2,0,0,9,1
5,2737,1,1,8,19, WM-006,26,0,2,0,0,9,1
5,2737,2,1,8,19, BM-003,26,0,2,0,0,9,1
5,2901,0,1,9,13, BM-001,26,0,2,0,0,6,1
5,2901,1,1,9,12, WM-003,26,0,2,0,0,6,1
5,2901,2,1,9,19, BM-001,26,0,2,0,0,6,1
5,3145,0,1,5,18, BM-017,30,0,2,0,1,7,1
5,3145,1,1,5,18, WM-012,30,0,2,0,1,7,1
5,3145,2,1,5,19, BM-011,30,0,2,0,1,7,1
5,3309,0,1,5,16, BM-015,26,0,1,0,0,5,1
5,3309,1,1,5,16, WM-017,26,0,1,0,0,5,1
5,3309,2,1,5,17, WM-004,26,0,1,0,0,5,1
5,3863,0,0,2,0, BM-023,26,0,1,0,0,0,0
5,3863,1,0,2,0, WM-028,26,0,1,0,0,0,0
5,3863,2,0,2,1, WM-006,26,0,1,0,0,0,0
5,4342,0,1,8,7, BM-016,23,0,2,0,0,2,1
5,4342,1,1,8,12, WM-019,23,0,2,0,0,2,1
5,4342,2,1,8,13, BM-010,23,0,2,0,0,2,1
5,4996,0,0,1,9, BM-010,27,0,1,0,0,1,1
5,4996,1,0,1,6, WM-010,27,0,1,0,0,1,1
5,4996,2,0,1,11, WM-003,27,0,1,0,0,1,1
5,5307,0,0,4,13, BM-021,36,0,2,0,0,4,1
5,5307,1,0,4,13, WM-023,36,0,2,0,0,4,1
5,5307,2,0,4,19, BM-021,36,0,2,0,0,4,1
5,5543,0,1,3,6, BM-044,45,0,1,0,0,3,0
5,5543,1,1,3,11, WM-225,45,0,1,0,0,3,0
5,5543,2,1,3,14, WM-018,45,0,1,0,0,3,0
5,5882,0,1,2,7, BM-033,44,0,2,0,0,0,1
5,5882,1,1,2,9, WM-220,44,0,2,0,0,0,1
5,5882,2,1,2,10, BM-033,44,0,2,0,0,0,1
5,6129,0,0,1,6, BM-024,28,0,2,0,0,1,1
5,6129,1,0,1,5, WM-031,28,0,2,0,0,1,1
5,6129,2,0,1,11, BM-015,28,0,2,0,0,1,1
5,7003,0,1,2,17, empty2,61,0,2,0,0,20,0
5,7003,1,1,2,17, empty2,61,0,2,0,0,20,0
5,7003,2,1,2,17, empty,61,0,2,0,0,20,0
5,7258,0,1,7,18, BM-026,26,0,2,0,0,8,1
5,7258,1,1,7,19, WM-032,26,0,2,0,0,8,1
5,7258,2,1,7,18, BM-016,26,0,2,0,0,8,1
5,7457,0,1,7,17, BM-019,26,0,2,0,0,5,1
5,7457,1,1,7,18, WM-026,26,0,2,0,0,5,1
5,7457,2,1,7,20, BM-013,26,0,2,0,0,5,1
5,7602,0,1,7,20, BM-004,31,0,2,0,0,11,1
5,7602,1,1,7,20, WM-002,31,0,2,0,0,11,1
5,7602,2,1,7,20, BM-004,31,0,2,0,0,11,1
5,7636,0,0,2,0, BF-024,38,1,2,0,0,0,0
5,7636,1,0,2,0, WF-014,38,1,2,0,0,0,0
5,7636,2,0,2,2, BF-024,38,1,2,0,0,0,0
5,10319,0,1,1,6, BM-012,43,0,2,0,0,3,1
5,10319,1,1,1,6, WM-018,43,0,2,0,0,3,1
5,10319,2,1,1,14, BM-012,43,0,2,0,0,3,1
5,10327,0,0,5,0, BM-027,23,0,1,0,0,0,0
5,10327,1,0,5,1, WM-033,23,0,1,0,0,0,0
5,10327,2,0,5,4, WM-009,23,0,1,0,0,0,0
6,206,0,1,4,19, BF-007,29,1,1,0,1,10,1
6,206,1,1,4,18, WF-002,29,1,1,0,1,10,1
6,206,2,1,4,18, WF-002,29,1,1,0,1,10,1
6,800,0,1,8,1, BM-212,55,0,2,0,0,0,0
6,800,1,1,8,3, WM-223,55,0,2,0,0,0,0
6,800,2,1,8,2, BM-034,55,0,2,0,0,0,0
6,893,0,0,1,3, BM-011,31,0,3,0,0,0,0
6,893,1,0,1,6, WM-011,31,0,3,0,0,0,0
6,893,2,0,1,3, LM-201,31,0,3,0,0,0,0
6,1865,0,0,1,5, BM-021,36,0,1,0,0,0,1
6,1865,1,0,1,4, WM-023,36,0,1,0,0,0,1
6,1865,2,0,1,5, WM-018,36,0,1,0,0,0,1
6,2955,0,0,2,6, BM-022,30,0,2,0,0,1,0
6,2955,1,0,2,8, WM-016,30,0,2,0,0,1,0
6,2955,2,0,2,12, BM-018,30,0,2,0,0,1,0
6,4101,0,1,10,20, BM-004,31,0,2,0,2,8,0
6,4101,1,1,10,18, WM-002,31,0,2,0,2,8,0
6,4101,2,1,10,19, BM-004,31,0,2,0,2,8,0
6,4226,0,1,4,17, BM-018,31,0,1,0,0,3,1
6,4226,1,1,4,16, WM-013,31,0,1,0,0,3,1
6,4226,2,1,4,16, WM-002,31,0,1,0,0,3,1
6,4258,0,0,2,6, BM-001,25,0,1,0,0,0,0
6,4258,1,0,2,2, WM-003,25,0,1,0,0,0,0
6,4258,2,0,2,2, WM-003,25,0,1,0,0,0,0
6,4404,0,1,10,12, BF-001,28,1,2,0,0,0,1
6,4404,1,1,10,10, WF-001,28,1,2,0,0,0,1
6,4404,2,1,10,11, BF-001,28,1,2,0,0,0,1
6,4686,0,0,1,1, BF-203,50,1,2,0,0,0,0
6,4686,1,0,1,3, WF-221,50,1,2,0,0,0,0
6,4686,2,0,1,1, BF-203,50,1,2,0,0,0,0
6,4967,0,1,6,20, BM-029,32,0,2,0,3,10,1
6,4967,1,1,6,19, WM-020,32,0,2,0,3,10,1
6,4967,2,1,6,19, BM-020,32,0,2,0,3,10,1
6,5575,0,1,7,19, BF-009,29,1,2,0,0,9,1
6,5575,1,1,7,18, WF-008,29,1,2,0,0,9,1
6,5575,2,1,7,20, BF-007,29,1,2,0,0,9,1
6,6424,0,0,1,6, BM-012,45,0,3,0,0,1,0
6,6424,1,0,1,7, WM-018,45,0,3,0,0,1,0
6,6424,2,0,1,6, LM-215,45,0,3,0,0,1,0
6,6908,0,1,7,18, BM-017,30,0,2,0,0,21,1
6,6908,1,1,7,18, WM-012,30,0,2,0,0,21,1
6,6908,2,1,7,19, BM-011,30,0,2,0,0,21,1
6,7348,0,0,2,4, BM-025,38,0,2,0,0,0,0
6,7348,1,0,2,3, WM-201,38,0,2,0,0,0,0
6,7348,2,0,2,3, BM-012,38,0,2,0,0,0,0
6,7472,0,0,1,2, empty2,80,0,1,0,0,0,0
6,7472,1,0,1,1, empty2,80,0,1,0,0,0,0
6,7472,2,0,1,1, empty,80,0,1,0,0,0,0
6,7555,0,0,1,2, empty2,64,1,1,0,0,0,0
6,7555,1,0,1,1, empty2,64,1,1,0,0,0,0
6,7555,2,0,1,0, empty,64,1,1,0,0,0,0
6,7578,0,0,2,12, BF-024,43,1,2,0,0,2,0
6,7578,1,0,2,9, WF-014,43,1,2,0,0,2,0
6,7578,2,0,2,13, BF-024,43,1,2,0,0,2,0
6,7985,0,0,4,10, BM-020,35,0,2,0,0,0,1
6,7985,1,0,4,10, WM-014,35,0,2,0,0,0,1
6,7985,2,0,4,6, BM-017,35,0,2,0,0,0,1
6,8054,0,0,4,16, BM-213,53,0,2,0,0,5,1
6,8054,1,0,4,16, WM-248,53,0,2,0,0,5,1
